expression,category,category_2,verb,noun,non_v_pred,frequent,sg,pl,mass,animate,person,properNoun,finite,bare,pres,past,ing,en,3sg,arg_1,arg_2,arg_3,root,wh_np_verb,responsive,passive,strict_intrans,strict_trans,causative,spray_load,inchoative,agentive,event,adjs,restrictor_DE,scope_DE,NPI,agent,occupation,clothing,appearance,physical,conceptual,artifact,start_with_vowel,frontable,gender,irrpl,special_en_form,irr_verb,irr_past,document,negated,locale,institution,arg_clause,homophonous,pluralform,singularform,sgequalspl,topic,image,v_embed_sc,change_of_state,initial_state,change_arg,vehicle,vegetable,food,light,liquid,animal,openable,climbable,cleanable,buildable,drinkable,singable,boat,money,interior,quantifier,antonym,locative_prepositions,synonym_hypernym_hyponym,OOV_inductive_biases,over,base_ed,past_ed,is_in_cds
fish,N,N,,1,,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,0,0,,,,,,,,,,,,,fish,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,1
fish,N,N,,1,,1,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,0,0,,,,,,,,,,,,,,fish,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,1
horse,N,N,,1,,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,0,0,,,,,,,,,,,,,horses,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,1
horses,N,N,,1,,1,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,0,0,,,,,,,,,,,,,,horse,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,1
turtle,N,N,,1,,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,0,0,,,,,,,,,,,,,turtles,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,1
turtles,N,N,,1,,1,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,0,0,,,,,,,,,,,,,,turtle,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
alumnus,N,N,,1,,0,1,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,1,,,1,,,,,,,,,,alumni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
analysis,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,1,,1,,,1,,,,1,,,,,,analyses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
axis,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,1,,,1,,,,,,,,,,axes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
basis,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,1,,0,,,1,,,,,,,,,,bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
cactus,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,0,,,1,,,,,,,,,,cacti,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1
child,N,N,,1,,0,1,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,,1,,,,,,,,,,children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
crisis,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,1,,0,,,1,,,,,,,,,,crises,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
deer,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,0,,,1,,,,,,,,,,deer,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,1
diagnosis,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,1,,0,,,1,,,,,,,,,,diagnoses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
ellipsis,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,1,,1,,,1,,,,,,,,,,ellipses,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0
fish,N,N,,1,,0,1,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,0,,,1,,,,,,,,,,fish,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,1
foot,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,0,,,1,,,,,,,,,,feet,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,0,0,1
fungus,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,0,,,1,,,,,,,,,,fungi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
goose,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,0,,,1,,,,,,,,,,geese,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,1
hypothesis,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,1,,0,,,1,,,,,,,,,,hypotheses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
louse,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,0,,,1,,,,,,,,,,lice,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,0,0,0,0
man,N,N,,1,,0,1,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,,1,,,,,,,,,,men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
means,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,1,,0,,,1,,,,,,,,,,means,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
medium,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,1,,0,,,1,,,,,,,,,,media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
mouse,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,0,,,1,,,,,,,,,,mice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
nucleus,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,0,,,1,,,,,,,,,,nuclei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
oasis,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,1,,1,,,1,,,,,,1,,,,oases,,,,,,,,,,,,,,,,,,,,,,,,,,at;in,,,0,0,0,1
octopus,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,1,,,1,,,,,,,,,,octopi,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,0,0,0,1
offspring,N,N,,1,,0,1,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,1,,,,,,,,,,offspring,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
ox,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,1,,,1,,,,,,,,,,oxen,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,0,0,0,1
paralysis,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,1,,0,,,1,,,,,,,,,,paralyses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
parenthesis,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,0,,,1,,,,,,,,,,parentheses,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,0,0,0
phenomenon,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,1,,0,,,1,,,,,,,,,,phenomena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
radius,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,0,,,1,,,,,,,,,,radii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
series,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,1,,0,,,1,,,,,,,,,,series,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
sheep,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,0,,,1,,,,,,,,,,sheep,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,1
species,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,0,,,1,,,,,,,,,,species,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
stimulus,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,1,,0,,,1,,,,,,,,,,stimuli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
synopsis,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,1,,0,,,1,,,,1,,,,,,synopses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
synthesis,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,1,,0,,,1,,,,,,,,,,syntheses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
thesis,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,0,,,1,,,,1,,,,,,theses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
tooth,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,0,,,1,,,,,,,,,,teeth,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
alumni,N,N,,1,,0,0,1,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,1,,,1,,,,,,,,,,,alumnus,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
analyses,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,1,,1,,,1,,,,1,,,,,,,analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
axes,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,1,,,1,,,,,,,,,,,axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
bases,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,1,,0,,,1,,,,,,,,,,,basis,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
cacti,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,0,,,1,,,,,,,,,,,cactus,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1
children,N,N,,1,,0,0,1,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,,1,,,,,,,,,,,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
crises,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,1,,0,,,1,,,,,,,,,,,crisis,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
deer,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,0,,,1,,,,,,,,,,,deer,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,1
diagnoses,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,1,,0,,,1,,,,,,,,,,,diagnosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
ellipses,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,1,,1,,,1,,,,,,,,,,,ellipsis,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0
fish,N,N,,1,,0,0,1,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,0,,,1,,,,,,,,,,,fish,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,1
feet,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,0,,,1,,,,,,,,,,,foot,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,0,0,1
fungi,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,0,,,1,,,,,,,,,,,fungus,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
geese,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,0,,,1,,,,,,,,,,,goose,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,0,0,0,1
hypotheses,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,1,,0,,,1,,,,,,,,,,,hypothesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
lice,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,0,,,1,,,,,,,,,,,louse,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,0,0,0,1
men,N,N,,1,,0,0,1,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,,1,,,,,,,,,,,man,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
means,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,1,,0,,,1,,,,,,,,,,,means,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
media,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,1,,0,,,1,,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
mice,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,0,,,1,,,,,,,,,,,mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
nuclei,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,0,,,1,,,,,,,,,,,nucleus,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
oases,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,1,,1,,,1,,,,,,1,,,,,oasis,,,,,,,,,,,,,,,,,,,,,,,,,at;in,,,0,0,0,0
octopi,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,1,,,1,,,,,,,,,,,octopus,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,0,0,0,0
offspring,N,N,,1,,0,0,1,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,1,,,,,,,,,,,offspring,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
oxen,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,1,,,1,,,,,,,,,,,ox,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,0,0,0,0
paralyses,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,1,,0,,,1,,,,,,,,,,,paralysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
parentheses,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,0,,,1,,,,,,,,,,,parenthesis,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,0,0,1
phenomena,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,1,,0,,,1,,,,,,,,,,,phenomenon,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
radii,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,0,,,1,,,,,,,,,,,radius,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
series,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,1,,0,,,1,,,,,,,,,,,series,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
sheep,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,0,,,1,,,,,,,,,,,sheep,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,1
species,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,0,,,1,,,,,,,,,,,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
stimuli,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,1,,0,,,1,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
synopses,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,1,,0,,,1,,,,1,,,,,,,synopsis,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
syntheses,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,1,,0,,,1,,,,,,,,,,,synthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
theses,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,0,,,1,,,,1,,,,,,,thesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
teeth,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,0,,,1,,,,,,,,,,,tooth,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
woman,N,N,,1,,0,1,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,,1,,,,,,,,,,women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
book,N,N,,1,,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,1,,,,,,books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
books,N,N,,1,,1,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,1,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
pamphlet,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,1,,,,,,pamphlets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
pamphlets,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,1,,,,,,,pamphlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
brochure,N,N,,1,,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,1,,,,,,brochures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
brochures,N,N,,1,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,1,,,,,,,brochure,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
play,N,N,,1,,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,,,,,,,1,,,,,,plays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
plays,N,N,,1,,1,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,,,,,,,1,,,,,,,play,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
movie,N,N,,1,,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,,,,,,,1,,,,,,movies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
movies,N,N,,1,,1,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,,,,,,,1,,,,,,,movie,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
newspaper article,N,N,,1,,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,1,,,,,,newspaper articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
newspaper articles,N,N,,1,,1,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,1,,,,,,,newspaper article,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
story,N,N,,1,,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,,,,,,,1,,,,,,stories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
stories,N,N,,1,,1,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,,,,,,,1,,,,,,,story,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
essay,N,N,,1,,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,1,,,,,,,1,,,,,,essays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
essays,N,N,,1,,1,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,1,,,,,,,1,,,,,,,essay,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
report,N,N,,1,,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,1,,,,,,reports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
reports,N,N,,1,,1,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,1,,,,,,,report,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
documentary,N,N,,1,,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,,,,,,,1,,,,,,documentaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
documentaries,N,N,,1,,1,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,,,,,,,1,,,,,,,documentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
commentary,N,N,,1,,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,,,,,,,1,,,,,,commentaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
commentaries,N,N,,1,,1,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,,,,,,,1,,,,,,,commentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
high school,N,N,,1,,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,1,,,,high schools,,,,,,,,,,,,,,,,,1,1,,,,,,,,at;in,,,0,0,0,1
high schools,N,N,,1,,1,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,1,,,,,high school,,,,,,,,,,,,,,,,1,1,,,,,,,,at;in,,,0,0,0,1
college campus,N,N,,1,,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,1,,,,college campuses,,,,,,,,,,,,,,,,,1,,,,,,,,,at;on,,,0,0,0,1
college campuses,N,N,,1,,1,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,1,,,,,college campus,,,,,,,,,,,,,,,,1,,,,,,,,,at;on,,,0,0,0,1
cafe,N,N,,1,,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,1,,,,cafes,,,,,,,,,,,,,,,,,1,1,,,,,,,,at;in,,,0,0,0,1
cafes,N,N,,1,,1,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,1,,,,,cafe,,,,,,,,,,,,,,,,1,1,,,,,,,,at;in,,,0,0,0,0
hospital,N,N,,1,,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,,,,,,,,1,1,,,hospitals,,,,,,,,,,,,,,,,,1,1,,,,,,,,at;in,,,0,0,0,1
hospitals,N,N,,1,,1,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,,,,,,,,1,1,,,,hospital,,,,,,,,,,,,,,,,1,1,,,,,,,,at;in,,,0,0,0,1
bank,N,N,,1,,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,,,,,,,,1,1,,,banks,,,,,,,,,,,,,,,,,1,1,,,,,,,,at;in,,,0,0,0,1
banks,N,N,,1,,1,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,,,,,,,,1,1,,,,bank,,,,,,,,,,,,,,,,1,1,,,,,,,,at;in,,,0,0,0,1
library,N,N,,1,,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,,,,,,,,1,1,,,libraries,,,,,,,,,,,,,,,,,1,1,,,,,,,,at;in,,,0,0,0,1
libraries,N,N,,1,,1,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,,,,,,,,1,1,,,,library,,,,,,,,,,,,,,,,1,1,,,,,,,,at;in,,,0,0,0,1
